unique_key,taxi_id,trip_start_timestamp,trip_end_timestamp,trip_km,fare,tips,payment_type,company,pickup_location,dropoff_location
FI-1721,F-443,2021-01-09 20:30:00+00:00,2021-01-09 20:30:00+00:00,3.057746,8.0,0.0,Cash,Federway Int.,POINT (-87.6251921424 41.8788655841),POINT (-87.6203346241 41.8571838585)
RA-3108,RA-464,2021-01-10 09:00:00+00:00,2021-01-10 09:30:00+00:00,21.887024,35.75,0.0,Cash,Rocket Cab Auto,POINT (-87.913624596 41.9802643146),POINT (-87.6634164054 41.9867117999)
AI-10166,A-555,2021-01-10 13:30:00+00:00,2021-01-10 13:30:00+00:00,4.345218,9.75,1.0,Credit Card,Atomic Inc.,POINT (-87.6635175498 41.874005383),POINT (-87.6763559892 41.9012069941)
RA-3109,RC-184,2021-01-10 13:45:00+00:00,2021-01-10 14:30:00+00:00,41.520972,62.25,10.0,Credit Card,Rocket Cab Auto,POINT (-87.913624596 41.9802643146),POINT (-87.5949254391 41.7788768603)
AI-10167,A-956,2021-01-10 16:00:00+00:00,2021-01-10 16:15:00+00:00,2.253076,8.0,0.0,Cash,Atomic Inc.,POINT (-87.6635175498 41.874005383),POINT (-87.6333080367 41.899602111)
AI-10168,AI-783,2021-01-10 16:30:00+00:00,2021-01-10 16:45:00+00:00,11.426314,20.25,10.0,Credit Card,Atomic Inc.,POINT (-87.6333080367 41.899602111),POINT (-87.6178596758 41.8129489392)
RA-3110,RA-246,2021-01-10 18:00:00+00:00,2021-01-10 18:15:00+00:00,17.059003999999998,28.0,0.0,Cash,Rocket Cab Auto,POINT (-87.7696154528 41.7925923603),POINT (-87.6178596758 41.8129489392)
FI-1722,F-554,2021-01-11 18:45:00+00:00,2021-01-11 18:45:00+00:00,0.5,4.25,0.0,Cash,Federway Int.,POINT (-87.6333080367 41.899602111),POINT (-87.6333080367 41.899602111)
FI-1723,F-510,2021-01-11 19:00:00+00:00,2021-01-11 19:00:00+00:00,1.770274,6.5,0.0,Cash,Federway Int.,POINT (-87.6327464887 41.8809944707),POINT (-87.6429586652 41.8679024175)
FI-1724,F-560,2021-01-11 19:00:00+00:00,2021-01-11 19:15:00+00:00,1.448406,6.25,0.0,Cash,Federway Int.,POINT (-87.6327464887 41.8809944707),POINT (-87.6378442095 41.8932163595)
FI-1725,F-619,2021-01-11 19:30:00+00:00,2021-01-11 19:30:00+00:00,2.896812,9.25,0.0,Cash,Federway Int.,POINT (-87.6251921424 41.8788655841),POINT (-87.6251921424 41.8788655841)
FI-1726,F-595,2021-01-12 15:15:00+00:00,2021-01-12 15:15:00+00:00,0.160934,4.25,0.0,Cash,Federway Int.,POINT (-87.6333080367 41.899602111),POINT (-87.6333080367 41.899602111)
FI-1727,I-397,2021-01-12 16:15:00+00:00,2021-01-12 16:15:00+00:00,4.506151999999999,10.5,2.2,Credit Card,Federway Int.,POINT (-87.6251921424 41.8788655841),POINT (-87.6635175498 41.874005383)
RA-3111,RC-32,2021-01-12 16:45:00+00:00,2021-01-12 17:00:00+00:00,23.496364,38.0,8.5,Credit Card,Rocket Cab Auto,POINT (-87.913624596 41.9802643146),POINT (-87.6494887289 41.9226862843)
FI-1728,I-527,2021-01-12 17:00:00+00:00,2021-01-12 17:00:00+00:00,3.862416,9.5,2.0,Credit Card,Federway Int.,POINT (-87.6333080367 41.899602111),POINT (-87.6763559892 41.9012069941)
FI-1729,F-458,2021-01-12 19:15:00+00:00,2021-01-12 19:15:00+00:00,2.253076,6.75,0.0,Cash,Federway Int.,POINT (-87.6251921424 41.8788655841),POINT (-87.6635175498 41.874005383)
RA-3112,RC-382,2021-01-13 09:00:00+00:00,2021-01-13 09:30:00+00:00,27.197846,41.75,5.0,Credit Card,Rocket Cab Auto,POINT (-87.913624596 41.9802643146),POINT (-87.6333080367 41.899602111)
AI-10169,AI-731,2021-01-13 13:00:00+00:00,2021-01-13 13:15:00+00:00,1.448406,5.5,0.0,Cash,Atomic Inc.,POINT (-87.642648998 41.8792550844),POINT (-87.6327464887 41.8809944707)
AI-10170,AI-932,2021-01-13 14:30:00+00:00,2021-01-13 14:45:00+00:00,2.735878,7.25,0.0,Cash,Atomic Inc.,POINT (-87.642648998 41.8792550844),POINT (-87.6429586652 41.8679024175)
FI-1730,F-510,2021-01-13 15:30:00+00:00,2021-01-13 15:45:00+00:00,1.931208,6.5,0.0,Cash,Federway Int.,POINT (-87.6209929134 41.8849871918),POINT (-87.6428084655 41.8853000224)
AI-10171,A-702,2021-01-13 16:15:00+00:00,2021-01-13 16:30:00+00:00,1.2874720000000002,6.0,0.0,Cash,Atomic Inc.,POINT (-87.6333080367 41.899602111),POINT (-87.6333080367 41.899602111)
RA-3113,RA-33,2021-01-13 16:15:00+00:00,2021-01-13 17:15:00+00:00,36.532018,57.0,0.0,Credit Card,Rocket Cab Auto,POINT (-87.913624596 41.9802643146),POINT (-87.5961833442 41.8089162826)
AI-10172,AI-816,2021-01-13 16:45:00+00:00,2021-01-13 16:45:00+00:00,2.253076,7.0,0.0,Cash,Atomic Inc.,POINT (-87.6327464887 41.8809944707),POINT (-87.6188683546 41.8909220259)
AI-10173,AI-662,2021-01-13 16:45:00+00:00,2021-01-13 17:00:00+00:00,0.965604,5.0,3.0,Credit Card,Atomic Inc.,POINT (-87.6333080367 41.899602111),POINT (-87.6333080367 41.899602111)
AI-10174,AI-662,2021-01-13 17:15:00+00:00,2021-01-13 17:15:00+00:00,1.2874720000000002,5.0,2.0,Credit Card,Atomic Inc.,POINT (-87.6209929134 41.8849871918),POINT (-87.6262105324 41.8991556134)
AI-10175,AI-416,2021-01-13 17:30:00+00:00,2021-01-13 17:30:00+00:00,5.471756,10.75,2.25,Credit Card,Atomic Inc.,POINT (-87.6333080367 41.899602111),POINT (-87.6559981815 41.9442266014)
FI-1731,I-539,2021-01-13 17:30:00+00:00,2021-01-13 17:30:00+00:00,1.770274,6.75,0.0,Cash,Federway Int.,POINT (-87.6333080367 41.899602111),POINT (-87.6251921424 41.8788655841)
AI-10176,A-879,2021-01-13 18:15:00+00:00,2021-01-13 18:30:00+00:00,3.21868,8.25,2.0,Credit Card,Atomic Inc.,POINT (-87.6333080367 41.899602111),POINT (-87.6494887289 41.9226862843)
AI-10177,A-700,2021-01-13 18:45:00+00:00,2021-01-13 19:00:00+00:00,1.448406,5.5,2.0,Credit Card,Atomic Inc.,POINT (-87.6251921424 41.8788655841),POINT (-87.6635175498 41.874005383)
AI-10178,AI-359,2021-01-14 12:00:00+00:00,2021-01-14 12:15:00+00:00,2.092142,6.5,2.0,Credit Card,Atomic Inc.,POINT (-87.6251921424 41.8788655841),POINT (-87.6203346241 41.8571838585)
AI-10179,AI-611,2021-01-14 13:45:00+00:00,2021-01-14 14:00:00+00:00,2.896812,8.75,0.0,Cash,Atomic Inc.,POINT (-87.642648998 41.8792550844),POINT (-87.6197106717 41.8950334495)
FI-1732,I-580,2021-01-14 15:30:00+00:00,2021-01-14 15:45:00+00:00,2.41401,7.25,0.0,Cash,Federway Int.,POINT (-87.6327464887 41.8809944707),POINT (-87.6197106717 41.8950334495)
RA-3114,RA-126,2021-01-14 15:30:00+00:00,2021-01-14 15:45:00+00:00,15.449664,25.5,4.0,Credit Card,Rocket Cab Auto,POINT (-87.913624596 41.9802643146),POINT (-87.7234523905 41.9535821253)
AI-10180,AI-369,2021-01-14 15:45:00+00:00,2021-01-14 15:45:00+00:00,0.80467,5.25,0.0,Cash,Atomic Inc.,POINT (-87.6333080367 41.899602111),POINT (-87.6333080367 41.899602111)
FI-1733,I-385,2021-01-14 15:45:00+00:00,2021-01-14 15:45:00+00:00,0.6437360000000001,4.25,0.0,Cash,Federway Int.,POINT (-87.6209929134 41.8849871918),POINT (-87.6288741572 41.8920726347)
FI-1734,I-397,2021-01-14 16:30:00+00:00,2021-01-14 16:45:00+00:00,1.770274,6.5,2.0,Credit Card,Federway Int.,POINT (-87.6251921424 41.8788655841),POINT (-87.6333080367 41.899602111)
AI-10181,A-647,2021-01-14 16:45:00+00:00,2021-01-14 17:00:00+00:00,1.770274,6.0,0.0,Cash,Atomic Inc.,POINT (-87.6209929134 41.8849871918),POINT (-87.6327464887 41.8809944707)
AI-10182,AI-339,2021-01-14 17:15:00+00:00,2021-01-14 17:30:00+00:00,2.735878,7.5,0.0,Cash,Atomic Inc.,POINT (-87.6635175498 41.874005383),POINT (-87.6635175498 41.874005383)
AI-10183,AI-756,2021-01-14 17:45:00+00:00,2021-01-14 17:45:00+00:00,0.965604,5.5,0.0,Cash,Atomic Inc.,POINT (-87.6333080367 41.899602111),POINT (-87.6333080367 41.899602111)
AI-10184,AI-501,2021-01-14 17:45:00+00:00,2021-01-14 18:00:00+00:00,0.965604,5.0,3.0,Credit Card,Atomic Inc.,POINT (-87.6333080367 41.899602111),POINT (-87.6333080367 41.899602111)
FI-1735,F-458,2021-01-14 17:45:00+00:00,2021-01-14 18:00:00+00:00,4.02335,10.25,3.2,Credit Card,Federway Int.,POINT (-87.6251921424 41.8788655841),POINT (-87.6333080367 41.899602111)
AI-10185,AI-416,2021-01-14 18:00:00+00:00,2021-01-14 18:45:00+00:00,27.036912,42.75,8.65,Credit Card,Atomic Inc.,POINT (-87.6333080367 41.899602111),POINT (-87.913624596 41.9802643146)
FI-1736,I-580,2021-01-14 18:15:00+00:00,2021-01-14 18:30:00+00:00,2.41401,7.75,3.0,Credit Card,Federway Int.,POINT (-87.6333080367 41.899602111),POINT (-87.6333080367 41.899602111)
FI-1737,I-537,2021-01-14 18:45:00+00:00,2021-01-14 18:45:00+00:00,1.2874720000000002,5.75,0.0,Cash,Federway Int.,POINT (-87.6327464887 41.8809944707),POINT (-87.6262149064 41.8925077809)
FI-1738,I-580,2021-01-14 19:15:00+00:00,2021-01-14 19:30:00+00:00,9.816974,18.0,4.6,Credit Card,Federway Int.,POINT (-87.6251921424 41.8788655841),POINT (-87.7112105933 41.9386661962)
AI-10186,AI-449,2021-01-14 19:30:00+00:00,2021-01-14 19:45:00+00:00,1.2874720000000002,5.0,2.0,Credit Card,Atomic Inc.,POINT (-87.6209929134 41.8849871918),POINT (-87.6129454143 41.8919715078)
DP-93,S-108,2021-01-14 20:15:00+00:00,2021-01-14 20:45:00+00:00,24.94477,38.75,12.95,Credit Card,Deluc Porter,POINT (-87.913624596 41.9802643146),POINT (-87.6763559892 41.9012069941)
RA-3115,RC-123,2021-01-15 09:00:00+00:00,2021-01-15 09:30:00+00:00,29.289988,46.0,12.6,Credit Card,Rocket Cab Auto,POINT (-87.913624596 41.9802643146),POINT (-87.6203346241 41.8571838585)
AI-10187,AI-786,2021-01-15 10:30:00+00:00,2021-01-15 10:45:00+00:00,2.253076,7.0,2.0,Credit Card,Atomic Inc.,POINT (-87.6203346241 41.8571838585),POINT (-87.6251921424 41.8788655841)
AI-10188,A-793,2021-01-15 11:30:00+00:00,2021-01-15 11:30:00+00:00,3.21868,9.75,2.25,Credit Card,Atomic Inc.,POINT (-87.642648998 41.8792550844),POINT (-87.6197106717 41.8950334495)
AI-10189,AI-531,2021-01-15 12:45:00+00:00,2021-01-15 13:00:00+00:00,3.862416,10.5,0.0,Cash,Atomic Inc.,POINT (-87.6635175498 41.874005383),POINT (-87.6333080367 41.899602111)
RA-3116,RC-170,2021-01-15 14:30:00+00:00,2021-01-15 14:45:00+00:00,8.0467,14.75,0.0,Cash,Rocket Cab Auto,POINT (-87.913624596 41.9802643146),POINT (-87.913624596 41.9802643146)
FI-1739,F-613,2021-01-15 16:00:00+00:00,2021-01-15 16:00:00+00:00,1.1265379999999998,5.5,0.83,Credit Card,Federway Int.,POINT (-87.6327464887 41.8809944707),POINT (-87.642648998 41.8792550844)
AI-10190,AI-509,2021-01-15 16:45:00+00:00,2021-01-15 17:00:00+00:00,10.138842,19.25,0.0,Cash,Atomic Inc.,POINT (-87.6635175498 41.874005383),POINT (-87.6988607973 41.8173662079)
FI-1740,I-570,2021-01-15 17:45:00+00:00,2021-01-15 18:15:00+00:00,8.0467,17.75,4.55,Credit Card,Federway Int.,POINT (-87.6251921424 41.8788655841),POINT (-87.6559981815 41.9442266014)
AI-10191,AI-567,2021-01-15 18:00:00+00:00,2021-01-15 18:15:00+00:00,9.495106,17.25,6.0,Credit Card,Atomic Inc.,POINT (-87.6333080367 41.899602111),POINT (-87.6558787862 41.96581197)
AI-10192,AI-499,2021-01-15 18:30:00+00:00,2021-01-15 18:45:00+00:00,16.737136,27.75,2.5,Credit Card,Atomic Inc.,POINT (-87.6333080367 41.899602111),POINT (-87.5727819867 41.7615779081)
FI-1741,F-560,2021-01-15 19:00:00+00:00,2021-01-15 19:15:00+00:00,4.82802,11.5,0.0,Cash,Federway Int.,POINT (-87.6251921424 41.8788655841),POINT (-87.6635175498 41.874005383)
AI-10193,A-730,2021-01-15 19:00:00+00:00,2021-01-15 19:15:00+00:00,1.60934,6.75,2.0,Credit Card,Atomic Inc.,POINT (-87.6251921424 41.8788655841),POINT (-87.6635175498 41.874005383)
DP-94,S-172,2021-01-15 19:15:00+00:00,2021-01-15 19:45:00+00:00,28.96812,45.25,0.0,Cash,Deluc Porter,POINT (-87.913624596 41.9802643146),POINT (-87.6251921424 41.8788655841)
AI-10194,A-680,2021-01-15 19:30:00+00:00,2021-01-15 19:45:00+00:00,1.60934,6.5,0.0,Cash,Atomic Inc.,POINT (-87.6333080367 41.899602111),POINT (-87.6251921424 41.8788655841)
DP-95,P-164,2021-01-15 19:45:00+00:00,2021-01-15 20:00:00+00:00,2.735878,8.0,0.0,Cash,Deluc Porter,POINT (-87.6251921424 41.8788655841),POINT (-87.6333080367 41.899602111)
RA-3117,RC-165,2021-01-16 10:00:00+00:00,2021-01-16 10:15:00+00:00,26.875978,41.25,0.0,Dispute,Rocket Cab Auto,POINT (-87.913624596 41.9802643146),POINT (-87.6251921424 41.8788655841)
AI-10195,AI-335,2021-01-16 13:15:00+00:00,2021-01-16 13:30:00+00:00,2.5749440000000003,7.5,0.0,Cash,Atomic Inc.,POINT (-87.642648998 41.8792550844),POINT (-87.6429586652 41.8679024175)
DP-96,S-202,2021-01-16 14:00:00+00:00,2021-01-16 14:45:00+00:00,40.555368,60.5,6.0,Credit Card,Deluc Porter,POINT (-87.913624596 41.9802643146),POINT (-87.6178596758 41.8129489392)
AI-10196,A-363,2021-01-16 15:00:00+00:00,2021-01-16 15:15:00+00:00,3.057746,9.25,3.0,Credit Card,Atomic Inc.,POINT (-87.6635175498 41.874005383),POINT (-87.6333080367 41.899602111)
FI-1742,F-546,2021-01-16 15:30:00+00:00,2021-01-16 15:45:00+00:00,14.48406,25.0,0.0,Cash,Federway Int.,POINT (-87.6333080367 41.899602111),POINT (-87.7235831853 41.9836363072)
AI-10197,AI-339,2021-01-16 15:45:00+00:00,2021-01-16 16:30:00+00:00,7.885766,21.5,0.0,Credit Card,Atomic Inc.,POINT (-87.6635175498 41.874005383),POINT (-87.6635175498 41.874005383)
AI-10198,A-680,2021-01-16 17:00:00+00:00,2021-01-16 17:30:00+00:00,15.771532,27.5,0.0,Cash,Atomic Inc.,POINT (-87.6635175498 41.874005383),POINT (-87.695666342 41.7718485152)
FI-1743,I-527,2021-01-16 17:00:00+00:00,2021-01-16 17:00:00+00:00,1.1265379999999998,5.0,3.0,Credit Card,Federway Int.,POINT (-87.6251921424 41.8788655841),POINT (-87.6251921424 41.8788655841)
FI-1744,I-385,2021-01-16 19:00:00+00:00,2021-01-16 19:00:00+00:00,4.345218,9.75,0.0,Cash,Federway Int.,POINT (-87.6333080367 41.899602111),POINT (-87.6494887289 41.9226862843)
FI-1745,F-527,2021-01-16 19:45:00+00:00,2021-01-16 19:45:00+00:00,1.60934,6.25,2.0,Credit Card,Federway Int.,POINT (-87.6251921424 41.8788655841),POINT (-87.6333080367 41.899602111)
RA-3118,RC-341,2021-01-17 11:30:00+00:00,2021-01-17 11:45:00+00:00,24.783836,38.5,8.55,Credit Card,Rocket Cab Auto,POINT (-87.913624596 41.9802643146),POINT (-87.6763559892 41.9012069941)
RA-3119,RA-461,2021-01-17 17:00:00+00:00,2021-01-17 17:30:00+00:00,37.497622,56.0,0.0,Cash,Rocket Cab Auto,POINT (-87.913624596 41.9802643146),POINT (-87.6424975271 41.7771962546)
FI-1746,I-537,2021-01-17 17:15:00+00:00,2021-01-17 17:30:00+00:00,1.60934,6.25,0.0,Cash,Federway Int.,POINT (-87.6333080367 41.899602111),POINT (-87.6251921424 41.8788655841)
FI-1747,F-443,2021-01-17 18:15:00+00:00,2021-01-17 18:30:00+00:00,5.793624,12.5,0.0,Credit Card,Federway Int.,POINT (-87.6333080367 41.899602111),POINT (-87.6635175498 41.874005383)
FI-1748,I-573,2021-01-18 16:30:00+00:00,2021-01-18 16:30:00+00:00,0.321868,4.0,2.0,Credit Card,Federway Int.,POINT (-87.6197106717 41.8950334495),POINT (-87.6262105324 41.8991556134)
DP-97,D-128,2021-01-18 16:45:00+00:00,2021-01-18 17:30:00+00:00,29.933724,47.0,0.0,Cash,Deluc Porter,POINT (-87.913624596 41.9802643146),POINT (-87.6251921424 41.8788655841)
FI-1749,F-443,2021-01-18 17:15:00+00:00,2021-01-18 17:15:00+00:00,0.5,3.5,0.0,Cash,Federway Int.,POINT (-87.6251921424 41.8788655841),POINT (-87.6251921424 41.8788655841)
FI-1750,F-410,2021-01-18 18:30:00+00:00,2021-01-18 18:30:00+00:00,0.6437360000000001,4.5,0.0,Cash,Federway Int.,POINT (-87.6333080367 41.899602111),POINT (-87.6333080367 41.899602111)
FI-1751,F-619,2021-01-18 18:45:00+00:00,2021-01-18 18:45:00+00:00,1.931208,7.5,0.0,Cash,Federway Int.,POINT (-87.6251921424 41.8788655841),POINT (-87.6333080367 41.899602111)
DP-98,S-99,2021-01-18 18:45:00+00:00,2021-01-18 19:00:00+00:00,0.5,39.5,5.0,Credit Card,Deluc Porter,POINT (-87.913624596 41.9802643146),POINT (-87.6763559892 41.9012069941)
FI-1752,I-433,2021-01-18 19:00:00+00:00,2021-01-18 19:00:00+00:00,6.115492,12.5,0.0,Cash,Federway Int.,POINT (-87.6333080367 41.899602111),POINT (-87.6559981815 41.9442266014)
FI-1753,F-613,2021-01-18 20:00:00+00:00,2021-01-18 20:00:00+00:00,1.448406,5.75,0.0,Cash,Federway Int.,POINT (-87.6635175498 41.874005383),POINT (-87.6635175498 41.874005383)
AI-10199,A-732,2021-01-19 12:15:00+00:00,2021-01-19 12:30:00+00:00,3.5405480000000003,9.75,5.0,Credit Card,Atomic Inc.,POINT (-87.6635175498 41.874005383),POINT (-87.6333080367 41.899602111)
AI-10200,A-700,2021-01-19 14:15:00+00:00,2021-01-19 14:30:00+00:00,2.735878,7.75,0.0,Cash,Atomic Inc.,POINT (-87.6635175498 41.874005383),POINT (-87.6635175498 41.874005383)
AI-10201,AI-889,2021-01-19 14:45:00+00:00,2021-01-19 14:45:00+00:00,0.321868,4.0,0.0,Cash,Atomic Inc.,POINT (-87.6327464887 41.8809944707),POINT (-87.6327464887 41.8809944707)
AI-10202,A-504,2021-01-19 16:00:00+00:00,2021-01-19 16:00:00+00:00,1.448406,5.25,0.0,Cash,Atomic Inc.,POINT (-87.6494887289 41.9226862843),POINT (-87.6494887289 41.9226862843)
AI-10203,AI-369,2021-01-19 16:15:00+00:00,2021-01-19 16:15:00+00:00,0.6437360000000001,4.5,0.0,Cash,Atomic Inc.,POINT (-87.6333080367 41.899602111),POINT (-87.6333080367 41.899602111)
FI-1754,I-570,2021-01-19 16:30:00+00:00,2021-01-19 16:45:00+00:00,0.4828019999999999,4.25,4.0,Credit Card,Federway Int.,POINT (-87.6327464887 41.8809944707),POINT (-87.6327464887 41.8809944707)
FI-1755,I-537,2021-01-19 16:45:00+00:00,2021-01-19 17:00:00+00:00,1.931208,6.25,3.0,Credit Card,Federway Int.,POINT (-87.6327464887 41.8809944707),POINT (-87.6262149064 41.8925077809)
DP-99,D-77,2021-01-19 17:00:00+00:00,2021-01-19 17:30:00+00:00,29.129054000000004,44.5,5.0,Credit Card,Deluc Porter,POINT (-87.9030396611 41.9790708201),POINT (-87.6207628651 41.8983317935)
AI-10204,AI-339,2021-01-19 17:30:00+00:00,2021-01-19 17:45:00+00:00,3.5405480000000003,9.0,0.0,Cash,Atomic Inc.,POINT (-87.6635175498 41.874005383),POINT (-87.6203346241 41.8571838585)
FI-1756,I-397,2021-01-19 18:00:00+00:00,2021-01-19 18:00:00+00:00,1.1265379999999998,5.5,2.0,Credit Card,Federway Int.,POINT (-87.6333080367 41.899602111),POINT (-87.6251921424 41.8788655841)
AI-10205,AI-790,2021-01-19 18:15:00+00:00,2021-01-19 18:30:00+00:00,2.092142,7.25,1.0,Credit Card,Atomic Inc.,POINT (-87.6333080367 41.899602111),POINT (-87.6635175498 41.874005383)
FI-1757,F-427,2021-01-19 18:15:00+00:00,2021-01-19 18:15:00+00:00,1.1265379999999998,5.5,2.0,Credit Card,Federway Int.,POINT (-87.6251921424 41.8788655841),POINT (-87.6635175498 41.874005383)
AI-10206,A-702,2021-01-19 18:30:00+00:00,2021-01-19 18:45:00+00:00,1.931208,6.75,1.0,Credit Card,Atomic Inc.,POINT (-87.6333080367 41.899602111),POINT (-87.6333080367 41.899602111)
FI-1758,I-580,2021-01-19 18:30:00+00:00,2021-01-19 18:30:00+00:00,2.41401,7.25,1.0,Credit Card,Federway Int.,POINT (-87.6251921424 41.8788655841),POINT (-87.6333080367 41.899602111)
AI-10207,AI-671,2021-01-19 18:45:00+00:00,2021-01-19 19:00:00+00:00,4.82802,10.5,1.0,Credit Card,Atomic Inc.,POINT (-87.6333080367 41.899602111),POINT (-87.6494887289 41.9226862843)
FI-1759,I-539,2021-01-20 15:45:00+00:00,2021-01-20 15:45:00+00:00,1.931208,6.25,0.0,Unknown,Federway Int.,POINT (-87.6333080367 41.899602111),POINT (-87.6494887289 41.9226862843)
FI-1760,F-489,2021-01-20 16:00:00+00:00,2021-01-20 16:15:00+00:00,2.41401,8.0,1.0,Credit Card,Federway Int.,POINT (-87.6333080367 41.899602111),POINT (-87.6251921424 41.8788655841)
FI-1761,F-582,2021-01-20 17:15:00+00:00,2021-01-20 17:15:00+00:00,1.1265379999999998,5.25,2.0,Credit Card,Federway Int.,POINT (-87.6333080367 41.899602111),POINT (-87.6333080367 41.899602111)
FI-1762,I-385,2021-01-20 17:45:00+00:00,2021-01-20 17:45:00+00:00,6.115492,12.5,0.0,Cash,Federway Int.,POINT (-87.6251921424 41.8788655841),POINT (-87.6763559892 41.9012069941)
DP-100,D-128,2021-01-20 18:15:00+00:00,2021-01-20 18:30:00+00:00,23.496364,36.75,5.0,Credit Card,Deluc Porter,POINT (-87.913624596 41.9802643146),POINT (-87.6763559892 41.9012069941)
FI-1763,I-539,2021-01-20 18:15:00+00:00,2021-01-20 18:15:00+00:00,0.965604,4.75,0.0,Cash,Federway Int.,POINT (-87.6209929134 41.8849871918),POINT (-87.6209929134 41.8849871918)
FI-1764,I-450,2021-01-20 18:30:00+00:00,2021-01-20 18:45:00+00:00,0.965604,5.0,1.0,Credit Card,Federway Int.,POINT (-87.6251921424 41.8788655841),POINT (-87.6635175498 41.874005383)
RA-3120,RA-464,2021-01-20 18:45:00+00:00,2021-01-20 19:15:00+00:00,15.771532,26.0,0.0,Cash,Rocket Cab Auto,POINT (-87.913624596 41.9802643146),POINT (-87.7583535876 41.9939301285)
FI-1765,F-458,2021-01-20 19:00:00+00:00,2021-01-20 19:15:00+00:00,6.115492,14.5,0.0,Credit Card,Federway Int.,POINT (-87.6251921424 41.8788655841),POINT (-87.6494887289 41.9226862843)
FI-1766,I-587,2021-01-20 19:45:00+00:00,2021-01-20 19:45:00+00:00,2.5749440000000003,8.0,0.0,Cash,Federway Int.,POINT (-87.6251921424 41.8788655841),POINT (-87.6333080367 41.899602111)
FI-1767,F-458,2021-01-20 20:00:00+00:00,2021-01-20 20:00:00+00:00,1.2874720000000002,5.75,2.0,Credit Card,Federway Int.,POINT (-87.6333080367 41.899602111),POINT (-87.6333080367 41.899602111)
RA-3121,RC-293,2021-01-21 11:00:00+00:00,2021-01-21 11:15:00+00:00,27.680648,42.75,0.0,Cash,Rocket Cab Auto,POINT (-87.9030396611 41.9790708201),POINT (-87.6209929134 41.8849871918)
AI-10208,A-631,2021-01-21 11:30:00+00:00,2021-01-21 12:00:00+00:00,7.724831999999999,18.25,0.0,Cash,Atomic Inc.,POINT (-87.642648998 41.8792550844),POINT (-87.642648998 41.8792550844)
AI-10209,A-754,2021-01-21 12:45:00+00:00,2021-01-21 13:15:00+00:00,14.805927999999998,25.75,0.0,Cash,Atomic Inc.,POINT (-87.642648998 41.8792550844),POINT (-87.7103591445 41.9210196071)
AI-10210,A-956,2021-01-21 13:15:00+00:00,2021-01-21 13:15:00+00:00,0.5,3.25,3.95,Credit Card,Atomic Inc.,POINT (-87.6991553432 41.9227606205),POINT (-87.6991553432 41.9227606205)
AI-10211,AI-763,2021-01-21 13:15:00+00:00,2021-01-21 13:15:00+00:00,0.5,3.25,0.0,Cash,Atomic Inc.,POINT (-87.6991553432 41.9227606205),POINT (-87.6991553432 41.9227606205)
AI-10212,A-732,2021-01-21 15:15:00+00:00,2021-01-21 15:30:00+00:00,4.184284,9.75,0.0,Cash,Atomic Inc.,POINT (-87.6558787862 41.96581197),POINT (-87.6875155152 41.9751709433)
FI-1768,I-537,2021-01-21 16:30:00+00:00,2021-01-21 16:45:00+00:00,1.1265379999999998,5.5,0.0,Cash,Federway Int.,POINT (-87.6327464887 41.8809944707),POINT (-87.6209929134 41.8849871918)
FI-1769,F-410,2021-01-21 17:00:00+00:00,2021-01-21 17:00:00+00:00,1.770274,6.0,0.0,Cash,Federway Int.,POINT (-87.6333080367 41.899602111),POINT (-87.6333080367 41.899602111)
DP-101,D-200,2021-01-21 17:15:00+00:00,2021-01-21 18:00:00+00:00,30.57746,48.75,7.0,Credit Card,Deluc Porter,POINT (-87.913624596 41.9802643146),POINT (-87.667569312 41.8502663663)
RA-3122,RA-184,2021-01-21 18:00:00+00:00,2021-01-21 18:45:00+00:00,17.863674,30.75,7.05,Credit Card,Rocket Cab Auto,POINT (-87.913624596 41.9802643146),POINT (-87.6875155152 41.9751709433)
FI-1770,F-428,2021-01-21 18:00:00+00:00,2021-01-21 18:00:00+00:00,0.4828019999999999,4.25,0.0,Cash,Federway Int.,POINT (-87.6333080367 41.899602111),POINT (-87.6333080367 41.899602111)
FI-1771,F-605,2021-01-21 18:15:00+00:00,2021-01-21 18:15:00+00:00,2.41401,8.0,4.0,Credit Card,Federway Int.,POINT (-87.6262105324 41.8991556134),POINT (-87.6209929134 41.8849871918)
