 Age , Gender , Income_Level , Marital_Status , Education_Level , Occupation , Purchase_Category , Purchase_Amount , Frequency_of_Purchase , Purchase_Channel , Brand_Loyalty , Product_Rating , Time_Spent_on_Product_Research(hours) , Social_Media_Influence , Discount_Sensitivity , Return_Rate , Customer_Satisfaction , Engagement_with_Ads , Device_Used_for_Shopping , Payment_Method , Time_of_Purchase , Discount_Used , Customer_Loyalty_Program_Member , Purchase_Intent , Shipping_Preference , Time_to_Decision 
26.0,Male,Middle,Widowed,Bachelor's,Middle,Beauty & Personal Care,$88.40 ,5.0,In-Store,5.0,2.0,0.0,Medium,Not Sensitive,0.0,4.0,Medium,Desktop,Cash,5/26/2024,True,False,Need-based,No Preference,4.0
29.0,,Middle,Widowed,Master's,High,Office Supplies,$430.90 ,8.0,Online,4.0,5.0,1.0,High,Not Sensitive,0.0,6.0,,Tablet,Credit Card,6/6/2024,False,,Wants-based,Standard,11.0
50.0,Male,High,Widowed,High School,High,Mobile Accessories,,2.0,In-Store,2.0,4.0,0.0,,Somewhat Sensitive,2.0,2.0,Medium,Smartphone,Cash,2/27/2024,False,True,Impulsive,Express,13.0
19.0,Female,High,Divorced,Master's,Middle,Toys & Games,$218.65 ,3.0,Online,4.0,2.0,2.0,Low,Very Sensitive,0.0,9.0,Medium,Smartphone,Credit Card,7/17/2024,True,True,Impulsive,Standard,4.0
27.0,Male,High,Widowed,High School,Middle,Health Supplements,$207.66 ,10.0,In-Store,2.0,3.0,1.0,High,Very Sensitive,2.0,2.0,Medium,Desktop,Other,7/8/2024,False,True,Wants-based,Standard,8.0
34.0,Female,High,Married,High School,High,Arts & Crafts,$141.09 ,7.0,In-Store,3.0,4.0,0.0,High,Very Sensitive,2.0,3.0,High,Desktop,Debit Card,6/19/2024,False,True,Wants-based,Express,1.0
39.0,Male,High,Divorced,Bachelor's,Middle,Packages),$142.70 ,6.0,In-Store,3.0,2.0,,,Very Sensitive,0.0,4.0,,Desktop,Credit Card,5/17/2024,False,True,Impulsive,No Preference,11.0
44.0,Male,High,Divorced,Master's,High,Animal Feed,$64.09 ,10.0,Online,5.0,5.0,0.0,,Somewhat Sensitive,0.0,6.0,Low,Desktop,Credit Card,10/20/2024,True,False,Need-based,Express,7.0
20.0,Female,Middle,Married,High School,Middle,Toys & Games,$126.26 ,2.0,Online,4.0,5.0,1.0,,Somewhat Sensitive,1.0,6.0,,Smartphone,Debit Card,9/19/2024,True,False,Planned,Standard,13.0
42.0,Female,Middle,,,High,Hotels,$195.05 ,5.0,In-Store,2.0,1.0,2.0,Medium,Not Sensitive,0.0,10.0,High,Smartphone,Other,5/21/2024,True,False,Impulsive,No Preference,11.0
22.0,Female,Middle,,Master's,High,Groceries,$432.84 ,7.0,Mixed,4.0,5.0,2.0,High,Very Sensitive,0.0,,High,Tablet,Debit Card,2/5/2024,False,False,Wants-based,No Preference,4.0
30.0,Male,High,Married,,Middle,Jewelry & Accessories,,6.0,In-Store,1.0,3.0,1.0,High,Very Sensitive,0.0,4.0,Low,Smartphone,Debit Card,2/29/2024,False,False,Impulsive,,11.0
,Male,High,Divorced,Master's,High,Groceries,$438.26 ,10.0,In-Store,3.0,4.0,1.0,,Somewhat Sensitive,1.0,3.0,Medium,Smartphone,Debit Card,7/4/2024,True,False,Planned,Express,10.0
19.0,Female,High,Single,Bachelor's,High,Jewelry & Accessories,$233.02 ,4.0,Mixed,3.0,3.0,1.0,Medium,Not Sensitive,0.0,3.0,Medium,Smartphone,Cash,10/29/2024,False,False,Impulsive,Standard,8.0
26.0,Female,Middle,Widowed,Bachelor's,Middle,Packages),$273.41 ,7.0,Online,3.0,,2.0,Low,Very Sensitive,,9.0,Medium,Tablet,Other,10/17/2024,True,False,Planned,Standard,2.0
21.0,Female,High,Married,High School,Middle,Furniture,$338.96 ,10.0,Online,1.0,4.0,2.0,High,,1.0,9.0,High,Desktop,Debit Card,11/4/2024,True,True,Wants-based,Standard,4.0
37.0,Male,Middle,Divorced,Master's,High,Luxury Goods,$75.91 ,12.0,Mixed,3.0,5.0,2.0,Low,Very Sensitive,0.0,6.0,,Desktop,PayPal,11/21/2024,True,True,Planned,No Preference,1.0
23.0,Male,High,Married,High School,High,Mobile Accessories,$425.21 ,,Online,2.0,4.0,2.0,,Somewhat Sensitive,0.0,4.0,High,Desktop,Other,3/25/2024,True,True,Planned,Express,12.0
46.0,Male,Middle,,Master's,Middle,Software & Apps,$268.80 ,2.0,In-Store,1.0,3.0,0.0,High,,1.0,7.0,,Desktop,Debit Card,4/20/2024,False,False,Need-based,Standard,12.0
35.0,Female,Middle,Divorced,Master's,,Health Care,,10.0,Mixed,5.0,3.0,0.0,Low,Somewhat Sensitive,1.0,9.0,Low,Desktop,Credit Card,4/14/2024,True,True,,No Preference,7.0
33.0,Non-binary,Middle,Widowed,,Middle,Animal Feed,$444.05 ,10.0,Online,5.0,4.0,0.0,Low,Not Sensitive,1.0,8.0,Medium,Desktop,PayPal,6/4/2024,,True,Wants-based,Standard,8.0
47.0,Male,Middle,Divorced,High School,Middle,Gardening & Outdoors,$255.10 ,5.0,Mixed,5.0,1.0,2.0,High,Very Sensitive,1.0,1.0,Low,Desktop,PayPal,1/28/2024,True,False,Planned,No Preference,14.0
32.0,Male,High,Widowed,Bachelor's,High,Health Supplements,$236.44 ,6.0,Mixed,4.0,4.0,,Medium,Very Sensitive,2.0,2.0,,Smartphone,PayPal,5/15/2024,,False,Impulsive,Standard,6.0
20.0,Male,Middle,Widowed,Bachelor's,High,,$201.69 ,11.0,Mixed,4.0,5.0,0.0,High,Very Sensitive,2.0,8.0,Low,Tablet,,7/19/2024,True,False,Planned,No Preference,
37.0,Female,High,Single,Bachelor's,Middle,Arts & Crafts,$390.51 ,6.0,Online,3.0,2.0,0.0,,Very Sensitive,0.0,2.0,High,Desktop,Cash,4/15/2024,False,False,,Express,6.0
35.0,,High,Divorced,Master's,High,Clothing,$442.29 ,9.0,Mixed,1.0,2.0,0.0,Medium,Somewhat Sensitive,1.0,2.0,Low,Tablet,PayPal,9/11/2024,False,False,,Express,13.0
18.0,Female,Middle,Single,High School,High,Furniture,$89.60 ,7.0,In-Store,5.0,3.0,2.0,,Not Sensitive,1.0,5.0,Low,Desktop,Cash,3/10/2024,False,False,Planned,Standard,8.0
27.0,Male,Middle,Widowed,High School,High,Sports & Outdoors,$166.74 ,6.0,Mixed,2.0,5.0,0.0,High,Not Sensitive,0.0,6.0,Low,Desktop,Other,1/14/2024,False,False,Impulsive,No Preference,1.0
29.0,Female,High,Married,Bachelor's,Middle,Mobile Accessories,,12.0,Mixed,4.0,5.0,1.0,High,Somewhat Sensitive,0.0,9.0,High,Smartphone,Debit Card,5/29/2024,False,False,Wants-based,Standard,3.0
24.0,Male,High,Widowed,Master's,High,Sports & Outdoors,$404.57 ,5.0,Mixed,4.0,3.0,0.0,Medium,Not Sensitive,2.0,7.0,,Smartphone,Debit Card,8/31/2024,False,True,Need-based,Express,14.0
27.0,Male,High,Single,,High,Software & Apps,$344.81 ,10.0,In-Store,3.0,1.0,2.0,Low,Somewhat Sensitive,1.0,,High,Desktop,Other,12/23/2024,True,True,Wants-based,Express,14.0
34.0,Male,High,Single,Master's,High,Health Care,$217.84 ,10.0,Online,2.0,2.0,2.0,,Very Sensitive,0.0,8.0,High,Tablet,Cash,1/16/2024,True,True,Wants-based,Standard,11.0
21.0,Male,Middle,Divorced,Bachelor's,Middle,Sports & Outdoors,$445.34 ,9.0,In-Store,5.0,2.0,1.0,Low,Somewhat Sensitive,1.0,3.0,High,Tablet,Cash,3/4/2024,True,True,Impulsive,No Preference,3.0
18.0,Male,High,Widowed,High School,High,Home Appliances,$151.73 ,3.0,In-Store,2.0,4.0,1.0,Medium,Very Sensitive,1.0,3.0,,Smartphone,Other,9/24/2024,False,True,Wants-based,Express,11.0
50.0,Bigender,High,Married,High School,High,Electronics,$123.73 ,9.0,Online,1.0,4.0,0.0,High,Not Sensitive,2.0,5.0,High,Smartphone,Credit Card,10/7/2024,False,True,Need-based,No Preference,10.0
31.0,Male,Middle,Single,,High,Travel & Leisure (Flights,$370.54 ,2.0,In-Store,3.0,3.0,,Low,Very Sensitive,1.0,,Low,Smartphone,Credit Card,3/25/2024,True,False,Impulsive,No Preference,
45.0,Male,High,Married,Master's,High,Baby Products,,3.0,In-Store,1.0,5.0,2.0,High,,1.0,8.0,,Tablet,Debit Card,8/20/2024,False,False,Impulsive,Express,11.0
29.0,Male,Middle,Single,Master's,Middle,Health Supplements,$295.75 ,4.0,Mixed,1.0,1.0,0.0,High,Somewhat Sensitive,1.0,10.0,Low,Tablet,Credit Card,12/7/2024,True,True,Need-based,Standard,8.0
36.0,Male,High,Widowed,,Middle,Office Supplies,$358.11 ,11.0,Mixed,5.0,1.0,0.0,High,Very Sensitive,0.0,3.0,High,Desktop,Credit Card,9/3/2024,False,False,Need-based,Standard,11.0
27.0,Female,High,Widowed,Master's,High,Jewelry & Accessories,$63.60 ,12.0,Mixed,5.0,1.0,0.0,High,Not Sensitive,2.0,1.0,,Desktop,PayPal,2/9/2024,False,True,Wants-based,No Preference,6.0
24.0,Male,High,Single,High School,Middle,Books,$419.53 ,3.0,Mixed,1.0,5.0,2.0,High,Not Sensitive,2.0,10.0,Medium,Tablet,Other,3/27/2024,False,,Wants-based,Express,6.0
49.0,Agender,High,Widowed,High School,Middle,Groceries,$491.92 ,10.0,In-Store,5.0,3.0,0.0,Medium,Very Sensitive,1.0,1.0,Low,Desktop,Credit Card,12/29/2024,False,False,Wants-based,Standard,2.0
21.0,Bigender,Middle,Divorced,High School,High,Sports & Outdoors,$114.44 ,4.0,Online,,3.0,2.0,Low,Not Sensitive,1.0,9.0,,Desktop,Credit Card,10/20/2024,False,False,Planned,Express,1.0
19.0,Female,Middle,Married,Master's,High,Mobile Accessories,$388.82 ,10.0,Mixed,2.0,3.0,0.0,Low,Very Sensitive,0.0,8.0,Low,Desktop,Other,9/3/2024,False,False,Need-based,No Preference,6.0
23.0,Female,Middle,Married,Bachelor's,,Mobile Accessories,$58.32 ,7.0,In-Store,1.0,5.0,0.0,Low,Not Sensitive,1.0,,Low,Smartphone,PayPal,3/13/2024,True,True,Need-based,Standard,8.0
28.0,Female,High,Divorced,Master's,High,Groceries,$464.76 ,2.0,Mixed,5.0,1.0,0.0,Low,Very Sensitive,0.0,,Low,Desktop,Debit Card,2/4/2024,False,True,Need-based,No Preference,3.0
27.0,Female,High,Divorced,Master's,High,Home Appliances,$116.92 ,7.0,Mixed,2.0,3.0,2.0,,Very Sensitive,2.0,3.0,,Desktop,Debit Card,3/31/2024,True,False,Impulsive,No Preference,14.0
47.0,Female,High,Divorced,Bachelor's,Middle,Jewelry & Accessories,$396.76 ,8.0,Online,3.0,3.0,1.0,,Very Sensitive,2.0,4.0,High,Tablet,Cash,7/17/2024,True,True,,Express,8.0
20.0,Agender,High,Widowed,Master's,Middle,Packages),$393.35 ,7.0,Mixed,3.0,4.0,2.0,High,Not Sensitive,0.0,4.0,High,Tablet,Credit Card,6/16/2024,True,,Need-based,No Preference,12.0
26.0,Female,High,Single,Master's,High,Electronics,$114.03 ,7.0,Mixed,4.0,3.0,0.0,Medium,Not Sensitive,1.0,10.0,High,Tablet,Credit Card,4/13/2024,True,True,Planned,No Preference,
49.0,Male,High,Single,Bachelor's,Middle,Health Supplements,$109.97 ,4.0,In-Store,4.0,4.0,1.0,,Very Sensitive,1.0,5.0,,Tablet,Credit Card,8/12/2024,True,False,Wants-based,No Preference,1.0
39.0,Female,High,Widowed,Master's,High,Beauty & Personal Care,$310.23 ,12.0,In-Store,1.0,4.0,0.0,,Somewhat Sensitive,0.0,,,Desktop,PayPal,12/17/2024,,False,Impulsive,Express,3.0
22.0,Male,Middle,Divorced,Master's,Middle,Travel & Leisure (Flights,$383.13 ,,Mixed,4.0,5.0,0.0,Medium,Not Sensitive,2.0,6.0,,Desktop,Cash,9/25/2024,False,False,Need-based,No Preference,7.0
25.0,Male,High,Single,High School,Middle,Health Supplements,$434.86 ,11.0,In-Store,2.0,5.0,2.0,High,Somewhat Sensitive,0.0,4.0,Medium,Smartphone,Other,6/24/2024,True,False,Impulsive,Express,11.0
30.0,Female,Middle,Married,Bachelor's,Middle,Office Supplies,$489.10 ,9.0,Mixed,3.0,4.0,1.0,Low,Somewhat Sensitive,2.0,4.0,Medium,Smartphone,,11/18/2024,True,False,Need-based,Standard,13.0
19.0,Polygender,High,Married,Bachelor's,High,Jewelry & Accessories,$288.15 ,3.0,Online,1.0,4.0,1.0,High,Somewhat Sensitive,1.0,4.0,Medium,Tablet,Cash,8/6/2024,True,False,Impulsive,Standard,
35.0,,,Divorced,Master's,Middle,Clothing,$105.87 ,12.0,Mixed,3.0,2.0,1.0,Low,,1.0,1.0,Medium,Tablet,Cash,9/15/2024,False,False,Planned,Express,4.0
45.0,Male,Middle,Widowed,High School,High,Luxury Goods,$163.40 ,3.0,In-Store,3.0,5.0,1.0,High,Somewhat Sensitive,2.0,10.0,High,Desktop,Cash,7/8/2024,True,False,Planned,Standard,7.0
20.0,Male,High,Single,High School,High,Gardening & Outdoors,$422.92 ,6.0,Mixed,4.0,1.0,2.0,,Somewhat Sensitive,0.0,6.0,Low,Desktop,Debit Card,10/17/2024,False,True,Planned,,6.0
48.0,Male,Middle,Divorced,High School,High,,$361.48 ,10.0,Online,1.0,4.0,1.0,Medium,Somewhat Sensitive,2.0,9.0,High,Tablet,Cash,6/16/2024,True,True,Wants-based,Express,13.0
23.0,Male,Middle,Single,Master's,High,Hotels,$270.82 ,2.0,In-Store,4.0,2.0,0.0,,Somewhat Sensitive,1.0,,Low,Tablet,,10/30/2024,True,False,Wants-based,Standard,13.0
49.0,Female,High,Widowed,High School,High,Toys & Games,$372.26 ,11.0,In-Store,1.0,5.0,2.0,,Very Sensitive,1.0,8.0,High,Smartphone,PayPal,8/13/2024,,True,Wants-based,Express,6.0
23.0,Female,Middle,Widowed,Bachelor's,High,Electronics,$208.59 ,3.0,Mixed,1.0,1.0,2.0,Medium,Somewhat Sensitive,0.0,4.0,,Desktop,PayPal,9/3/2024,True,False,Impulsive,Express,1.0
39.0,,Middle,Widowed,High School,High,Gardening & Outdoors,$163.22 ,8.0,Online,5.0,3.0,0.0,High,Somewhat Sensitive,1.0,3.0,,Smartphone,PayPal,7/1/2024,False,True,Wants-based,No Preference,8.0
45.0,Male,High,Married,High School,High,Animal Feed,$364.98 ,7.0,,4.0,1.0,0.0,Low,Very Sensitive,0.0,1.0,,Desktop,Cash,5/11/2024,True,False,Wants-based,Standard,8.0
31.0,Genderqueer,High,Divorced,Master's,High,Groceries,$142.43 ,3.0,In-Store,2.0,5.0,2.0,High,Very Sensitive,1.0,9.0,,,PayPal,9/28/2024,True,False,Planned,Express,8.0
19.0,Female,Middle,Married,Bachelor's,High,Electronics,,3.0,Mixed,3.0,3.0,0.0,High,Somewhat Sensitive,1.0,9.0,,Smartphone,Other,2/18/2024,True,True,Wants-based,Express,3.0
27.0,Male,Middle,Single,Bachelor's,High,,$241.56 ,12.0,Mixed,3.0,2.0,0.0,High,Not Sensitive,0.0,5.0,High,Tablet,PayPal,11/28/2024,True,False,Need-based,Express,2.0
32.0,Bigender,,Divorced,Master's,,Clothing,$249.73 ,5.0,Mixed,1.0,4.0,2.0,Low,Very Sensitive,1.0,4.0,Low,Desktop,Cash,11/15/2024,True,False,Wants-based,No Preference,1.0
24.0,Male,Middle,Married,Master's,High,Home Appliances,$437.30 ,7.0,Mixed,2.0,4.0,0.0,High,Somewhat Sensitive,,7.0,,Tablet,Cash,7/24/2024,True,True,Impulsive,No Preference,
22.0,Male,Middle,Married,Master's,High,Groceries,,4.0,Mixed,1.0,4.0,1.0,,Somewhat Sensitive,2.0,,Low,Smartphone,Credit Card,1/27/2024,True,True,Wants-based,No Preference,4.0
46.0,Male,High,Single,High School,Middle,Electronics,$445.93 ,6.0,,5.0,5.0,2.0,High,Somewhat Sensitive,2.0,,High,Smartphone,Debit Card,5/15/2024,False,True,Need-based,No Preference,13.0
37.0,Female,Middle,Married,Bachelor's,Middle,Software & Apps,$242.79 ,6.0,Mixed,2.0,4.0,0.0,High,Somewhat Sensitive,1.0,7.0,,Smartphone,Other,1/20/2024,True,False,,,7.0
34.0,Male,High,Single,Bachelor's,High,Travel & Leisure (Flights,$393.09 ,8.0,Online,5.0,3.0,2.0,Medium,,0.0,3.0,Medium,Tablet,,4/11/2024,False,True,Planned,Standard,1.0
32.0,Male,Middle,Single,Master's,High,Groceries,$167.61 ,2.0,Online,3.0,5.0,1.0,,Not Sensitive,2.0,2.0,Low,Desktop,Other,11/10/2024,,False,Need-based,No Preference,13.0
,Male,High,Divorced,High School,Middle,Gardening & Outdoors,$324.22 ,2.0,In-Store,4.0,2.0,0.0,,Somewhat Sensitive,1.0,6.0,Medium,Desktop,PayPal,4/18/2024,False,False,Wants-based,Express,14.0
24.0,Female,Middle,Divorced,Bachelor's,Middle,Mobile Accessories,$159.30 ,11.0,Mixed,5.0,4.0,0.0,Medium,,0.0,6.0,High,Tablet,PayPal,4/24/2024,False,True,Impulsive,Express,2.0
22.0,Genderqueer,Middle,Widowed,Master's,Middle,Luxury Goods,$324.39 ,5.0,Online,2.0,2.0,0.0,High,Very Sensitive,1.0,6.0,Medium,,PayPal,11/19/2024,True,False,Need-based,Express,1.0
,Agender,High,Single,High School,High,Clothing,$198.89 ,2.0,In-Store,2.0,2.0,0.0,,Not Sensitive,0.0,4.0,Low,Tablet,Credit Card,1/12/2024,False,False,Impulsive,Standard,1.0
41.0,Female,Middle,Divorced,Master's,High,Clothing,$287.18 ,7.0,In-Store,4.0,,0.0,,Not Sensitive,0.0,1.0,,Tablet,Debit Card,3/11/2024,True,False,Planned,No Preference,8.0
32.0,Male,High,Divorced,High School,Middle,Office Supplies,$162.24 ,7.0,In-Store,5.0,3.0,1.0,,Very Sensitive,2.0,6.0,Low,Smartphone,PayPal,10/11/2024,False,,Wants-based,Express,7.0
37.0,Female,High,Divorced,Bachelor's,High,Arts & Crafts,$92.97 ,6.0,In-Store,5.0,5.0,0.0,Medium,Very Sensitive,0.0,7.0,Low,Desktop,Other,12/15/2024,False,True,Impulsive,Standard,7.0
41.0,Male,Middle,Widowed,High School,Middle,Food & Beverages,$144.39 ,12.0,In-Store,,3.0,2.0,High,Very Sensitive,0.0,4.0,Low,Desktop,Cash,6/11/2024,True,True,Impulsive,Standard,12.0
37.0,Female,High,Single,High School,High,Books,$253.37 ,12.0,In-Store,2.0,5.0,0.0,,Very Sensitive,0.0,9.0,Low,Tablet,Credit Card,5/8/2024,False,True,Planned,Express,6.0
43.0,Male,Middle,Widowed,High School,High,Animal Feed,$209.62 ,,Mixed,1.0,2.0,1.0,Medium,Very Sensitive,0.0,7.0,Medium,Tablet,Other,10/12/2024,True,False,Planned,Standard,9.0
49.0,Male,High,Single,High School,Middle,Baby Products,$411.62 ,6.0,Mixed,2.0,1.0,0.0,Medium,Somewhat Sensitive,2.0,,Medium,Tablet,PayPal,10/5/2024,True,False,Wants-based,Express,12.0
27.0,Female,High,Single,Bachelor's,High,Food & Beverages,$388.01 ,2.0,Online,1.0,5.0,1.0,High,Very Sensitive,1.0,2.0,,Tablet,PayPal,11/19/2024,False,,Wants-based,,10.0
41.0,Male,Middle,Widowed,High School,High,Health Care,$50.78 ,6.0,Online,5.0,1.0,1.0,Low,Somewhat Sensitive,1.0,8.0,,Tablet,,1/12/2024,False,True,Need-based,Standard,9.0
33.0,Male,High,Divorced,Bachelor's,Middle,Packages),$159.82 ,2.0,In-Store,2.0,1.0,1.0,High,Very Sensitive,2.0,8.0,Medium,,Cash,12/9/2024,True,True,Planned,No Preference,10.0
46.0,Male,Middle,Divorced,Master's,Middle,Travel & Leisure (Flights,$79.43 ,3.0,In-Store,1.0,5.0,0.0,Medium,Somewhat Sensitive,2.0,7.0,,Smartphone,PayPal,1/15/2024,False,False,Wants-based,No Preference,6.0
42.0,Female,Middle,Married,Bachelor's,Middle,Travel & Leisure (Flights,$131.36 ,4.0,,4.0,4.0,2.0,,Somewhat Sensitive,1.0,6.0,High,Smartphone,Debit Card,11/21/2024,,False,Wants-based,Express,3.0
27.0,Male,Middle,Widowed,High School,Middle,Beauty & Personal Care,$299.75 ,12.0,Mixed,2.0,5.0,0.3,Low,Very Sensitive,0.0,4.0,Low,Desktop,Credit Card,7/5/2024,False,True,Need-based,No Preference,7.0
29.0,Male,High,Divorced,Bachelor's,Middle,Animal Feed,$319.38 ,9.0,In-Store,4.0,1.0,0.0,Low,Not Sensitive,1.0,6.0,High,,PayPal,11/15/2024,True,True,Need-based,No Preference,8.0
38.0,Male,High,Single,Master's,Middle,Electronics,$476.48 ,8.0,Online,5.0,2.0,1.0,,Somewhat Sensitive,2.0,10.0,High,Desktop,PayPal,7/6/2024,False,True,Impulsive,Express,3.0
21.0,Male,Middle,Widowed,Bachelor's,Middle,Gardening & Outdoors,$301.01 ,9.0,Mixed,2.0,1.0,2.0,High,Not Sensitive,2.0,8.0,Medium,Smartphone,Other,8/23/2024,False,True,Need-based,Express,13.0
18.0,Male,Middle,Single,Bachelor's,Middle,Electronics,$378.71 ,5.0,Online,4.0,1.0,2.0,Medium,Somewhat Sensitive,2.0,5.0,,Desktop,Other,8/30/2024,True,True,Planned,Express,14.0
44.0,,Middle,Single,Bachelor's,Middle,Mobile Accessories,$314.32 ,6.0,Online,1.0,4.0,2.0,High,Very Sensitive,2.0,5.0,Low,Smartphone,Credit Card,3/16/2024,True,False,Impulsive,Standard,7.0
22.0,Male,Middle,Married,High School,High,Office Supplies,$210.90 ,12.0,In-Store,2.0,1.0,2.0,,Somewhat Sensitive,1.0,1.0,,Tablet,Debit Card,8/17/2024,False,False,Impulsive,Standard,12.0
18.0,Female,Middle,Divorced,High School,High,Food & Beverages,$218.26 ,4.0,Mixed,3.0,1.0,2.0,Low,Very Sensitive,0.0,8.0,High,Smartphone,Debit Card,2/27/2024,False,False,Wants-based,Standard,12.0
24.0,Female,Middle,Widowed,Master's,Middle,Animal Feed,$424.18 ,5.0,Mixed,4.0,4.0,,,Not Sensitive,2.0,4.0,Medium,Smartphone,Debit Card,2/14/2024,False,True,Need-based,Express,5.0
28.0,Male,High,Divorced,High School,Middle,Luxury Goods,$430.75 ,11.0,Online,1.0,3.0,1.0,Low,Somewhat Sensitive,0.0,8.0,High,Tablet,Credit Card,6/24/2024,True,False,Planned,No Preference,6.0
24.0,Male,High,Single,Bachelor's,Middle,Mobile Accessories,$162.95 ,11.0,In-Store,1.0,2.0,2.0,High,Very Sensitive,1.0,8.0,Low,Desktop,Cash,7/21/2024,False,True,Impulsive,Express,14.0
40.0,Female,Middle,Married,Master's,High,Health Supplements,$209.68 ,2.0,Online,3.0,1.0,1.0,,Not Sensitive,0.0,1.0,Medium,Smartphone,Other,6/30/2024,False,True,Impulsive,Express,
50.0,Male,High,Widowed,Bachelor's,Middle,Beauty & Personal Care,$97.97 ,2.0,,5.0,5.0,1.0,Low,Somewhat Sensitive,0.0,10.0,,Desktop,Credit Card,,True,False,Planned,No Preference,
49.0,Male,Middle,Widowed,Master's,High,Books,$192.51 ,9.0,Mixed,2.0,5.0,2.0,Medium,Very Sensitive,0.0,2.0,Medium,Smartphone,Credit Card,8/23/2024,True,False,Need-based,Standard,9.0
35.0,Male,,Widowed,Master's,,Electronics,$151.81 ,8.0,Online,3.0,4.0,0.0,Medium,Not Sensitive,1.0,10.0,,Tablet,Debit Card,1/13/2024,False,False,Planned,No Preference,1.0
25.0,Female,High,Married,High School,Middle,Furniture,$239.28 ,8.0,Online,1.0,4.0,1.0,Medium,Somewhat Sensitive,2.0,5.0,Medium,Tablet,Other,11/8/2024,False,True,Impulsive,No Preference,10.0
40.0,Female,High,Widowed,High School,High,Mobile Accessories,$306.17 ,4.0,In-Store,3.0,5.0,1.0,Medium,,0.0,6.0,Medium,Tablet,PayPal,1/29/2024,False,True,Wants-based,Express,8.0
40.0,Female,High,Widowed,Master's,High,Electronics,$370.38 ,,In-Store,1.0,,1.0,,Not Sensitive,1.0,1.0,High,Desktop,Other,3/4/2024,True,,Wants-based,No Preference,9.0
50.0,Male,Middle,Single,Bachelor's,Middle,,$346.58 ,6.0,Mixed,5.0,1.0,1.0,High,Somewhat Sensitive,0.0,9.0,Low,Tablet,Other,6/3/2024,False,False,Impulsive,Express,7.0
,Male,Middle,Single,High School,Middle,Software & Apps,$292.64 ,5.0,In-Store,1.0,1.0,1.0,,Somewhat Sensitive,2.0,10.0,Medium,Tablet,Credit Card,12/6/2024,True,False,Wants-based,Standard,1.0
30.0,Female,Middle,Married,Bachelor's,,Travel & Leisure (Flights,$102.91 ,12.0,Mixed,2.0,1.0,1.0,Medium,,1.0,10.0,,Desktop,PayPal,3/26/2024,True,False,Impulsive,Express,13.0
32.0,Female,High,Widowed,Bachelor's,Middle,Home Appliances,$283.78 ,4.0,Mixed,2.0,4.0,1.2,,Somewhat Sensitive,0.0,6.0,,Smartphone,Debit Card,8/9/2024,True,False,Need-based,Express,10.0
48.0,Female,High,Widowed,High School,Middle,Beauty & Personal Care,$51.44 ,2.0,In-Store,1.0,3.0,2.0,High,Not Sensitive,0.0,,High,Tablet,Other,5/17/2024,True,False,Planned,No Preference,
44.0,Female,High,Married,Bachelor's,High,Luxury Goods,,12.0,,1.0,3.0,1.0,,Very Sensitive,2.0,10.0,,Tablet,Credit Card,2/17/2024,True,True,Wants-based,Standard,14.0
19.0,Female,High,Widowed,Master's,Middle,,$311.74 ,11.0,Mixed,1.0,4.0,2.0,Low,Somewhat Sensitive,2.0,10.0,Medium,Smartphone,PayPal,1/17/2024,True,False,Impulsive,Express,11.0
39.0,Male,Middle,Widowed,Bachelor's,High,Clothing,$293.43 ,9.0,In-Store,4.0,4.0,1.0,Medium,Very Sensitive,0.0,5.0,,Desktop,Cash,7/5/2024,False,True,Need-based,Standard,7.0
35.0,Female,High,Single,Bachelor's,Middle,Baby Products,$418.51 ,6.0,Online,4.0,4.0,2.0,Low,Somewhat Sensitive,2.0,2.0,High,Desktop,Credit Card,5/1/2024,False,True,Need-based,Standard,3.0
39.0,Male,Middle,Single,,Middle,Health Care,$85.03 ,9.0,In-Store,5.0,4.0,1.0,Medium,Not Sensitive,0.0,9.0,High,Smartphone,,10/6/2024,True,True,Wants-based,Express,8.0
31.0,Male,Middle,Married,Master's,High,Mobile Accessories,$164.94 ,4.0,In-Store,4.0,4.0,2.0,High,Somewhat Sensitive,2.0,2.0,Low,Desktop,PayPal,7/18/2024,True,True,Wants-based,Express,6.0
38.0,Female,High,,Bachelor's,Middle,Groceries,$89.32 ,11.0,Online,1.0,1.0,0.3,Low,Somewhat Sensitive,1.0,3.0,High,Desktop,Other,4/23/2024,True,False,Wants-based,No Preference,12.0
33.0,Male,Middle,Married,High School,High,Clothing,,2.0,Mixed,3.0,1.0,1.0,High,Not Sensitive,0.0,7.0,,Smartphone,Credit Card,4/2/2024,False,False,Planned,No Preference,5.0
33.0,Male,Middle,,Master's,Middle,Jewelry & Accessories,$106.69 ,5.0,Online,3.0,4.0,1.3,Medium,Very Sensitive,2.0,10.0,,Desktop,PayPal,9/20/2024,False,True,Wants-based,Standard,14.0
42.0,Agender,,Married,Bachelor's,High,Packages),$301.16 ,10.0,Online,4.0,3.0,2.0,,Very Sensitive,2.0,9.0,Medium,Tablet,Cash,7/26/2024,False,False,,Standard,1.0
49.0,Male,Middle,Divorced,High School,High,Hotels,$61.71 ,6.0,Mixed,2.0,5.0,1.0,Low,Very Sensitive,2.0,7.0,Low,Tablet,Cash,10/3/2024,False,False,Impulsive,No Preference,12.0
